Country;Date;Frequency;Fuel type;Type of vehicle;Value
Poland;1999;Annual;Petrol;New light goods vehicles;76960.0
Poland;2004;Annual;Petrol;New light goods vehicles;36274.0
Poland;2005;Annual;Petrol;New light goods vehicles;11641.0
Poland;2013;Annual;Petrol;New light goods vehicles;4822.0
Montenegro;2016;Annual;- Hybrid electric-diesel;New road tractors;0.0
Poland;2015;Annual;- Hybrid electric-petrol;New light goods vehicles;1.0
Poland;1997;Annual;Diesel;New passenger cars;72032.0
Poland;2009;Annual;Diesel;New passenger cars;471211.0
Poland;2015;Annual;Diesel;New passenger cars;481006.0
Poland;2017;Annual;Diesel;New passenger cars;500112.0
Poland;1996;Annual;Diesel;New light goods vehicles;43312.0
Poland;2013;Annual;Diesel;New light goods vehicles;81089.0
Poland;2017;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);20060.0
Montenegro;2016;Annual;- Compressed natural gas (CNG);New road tractors;0.0
Netherlands;1998;Annual;Total;New motor coaches, buses and trolley buses;528.0
Netherlands;2001;Annual;Total;New motor coaches, buses and trolley buses;844.0
Netherlands;2011;Annual;Total;New motor coaches, buses and trolley buses;640.0
Netherlands;1996;Annual;Total;New light goods vehicles;75665.0
Netherlands;2005;Annual;Total;New light goods vehicles;71899.0
Netherlands;2012;Annual;Total;New light goods vehicles;60049.0
Netherlands;2014;Annual;Total;New light goods vehicles;51761.0
Poland;2015;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);20.0
Poland;2015;Annual;- Compressed natural gas (CNG);New passenger cars;316.0
Netherlands;2010;Annual;Petrol;New motor coaches, buses and trolley buses;1.0
Poland;2013;Annual;- Liquefied natural gas (LNG);New road tractors;0.0
Poland;2015;Annual;- Liquefied natural gas (LNG);New road tractors;0.0
Poland;2013;Annual;- LPG;New lorries (vehicle wt over 3500 kg);11.0
Poland;2017;Annual;- LPG;New lorries (vehicle wt over 3500 kg);16.0
Netherlands;2015;Annual;Diesel;New passenger cars;129773.0
Netherlands;2010;Annual;Diesel;New motor coaches, buses and trolley buses;637.0
Netherlands;2014;Annual;Diesel;New motor coaches, buses and trolley buses;664.0
Netherlands;2016;Annual;Diesel;New motor coaches, buses and trolley buses;760.0
Netherlands;2010;Annual;Diesel;New light goods vehicles;51998.0
Netherlands;2015;Annual;Diesel;New light goods vehicles;56002.0
Netherlands;2016;Annual;Diesel;New light goods vehicles;68326.0
Netherlands;2015;Annual;Diesel;New road tractors;9360.0
Poland;2014;Annual;- LPG;New motor coaches, buses and trolley buses;6.0
Poland;2017;Annual;- LPG;New motor coaches, buses and trolley buses;1.0
Poland;2003;Annual;- LPG;New light goods vehicles;4215.0
Poland;2004;Annual;- LPG;New light goods vehicles;4355.0
Netherlands;2013;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;561.0
Netherlands;2013;Annual;Alternative (total);New passenger cars;5248.0
Poland;2013;Annual;- LPG;New road tractors;128.0
Poland;2015;Annual;- Bioethanol;New light goods vehicles;0.0
Netherlands;2011;Annual;Alternative (total);New road tractors;40.0
Netherlands;2016;Annual;- Electricity;New lorries (vehicle wt over 3500 kg);0.0
Netherlands;2017;Annual;- Electricity;New passenger cars;7958.0
Poland;2015;Annual;- Bi-fuel vehicles;New passenger cars;0.0
Netherlands;2013;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);25.0
Netherlands;2014;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);7.0
Netherlands;2013;Annual;- Compressed natural gas (CNG);New passenger cars;530.0
Netherlands;2016;Annual;- Compressed natural gas (CNG);New passenger cars;658.0
Portugal;2001;Annual;Total;New passenger cars;302763.0
Portugal;2002;Annual;Total;New passenger cars;267374.0
Portugal;2015;Annual;Total;New passenger cars;224892.0
Portugal;2016;Annual;Total;New passenger cars;272603.0
Portugal;1993;Annual;Total;New motor coaches, buses and trolley buses;809.0
Portugal;1996;Annual;Total;New motor coaches, buses and trolley buses;961.0
Portugal;2000;Annual;Total;New motor coaches, buses and trolley buses;1458.0
Portugal;2015;Annual;Total;New motor coaches, buses and trolley buses;690.0
Portugal;2016;Annual;Total;New motor coaches, buses and trolley buses;905.0
Moldova, Republic of;2005;Annual;Total;New light goods vehicles;5890.0
Moldova, Republic of;2007;Annual;Total;New light goods vehicles;6320.0
Moldova, Republic of;2000;Annual;Total;New road tractors;22.0
Moldova, Republic of;2015;Annual;Total;New road tractors;5.0
Moldova, Republic of;2005;Annual;Petrol;New motor coaches, buses and trolley buses;23.0
Moldova, Republic of;2007;Annual;Petrol;New motor coaches, buses and trolley buses;8.0
Netherlands;2015;Annual;- Liquefied natural gas (LNG);New light goods vehicles;1.0
Netherlands;2016;Annual;- Liquefied natural gas (LNG);New light goods vehicles;1.0
Moldova, Republic of;2007;Annual;Diesel;New road tractors;16.0
Moldova, Republic of;1999;Annual;Alternative (total);New passenger cars;36.0
Moldova, Republic of;2012;Annual;Alternative (total);New passenger cars;389.0
Moldova, Republic of;2017;Annual;Alternative (total);New passenger cars;5158.0
Netherlands;2016;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Moldova, Republic of;2009;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Netherlands;2014;Annual;- Biodiesel;New lorries (vehicle wt over 3500 kg);0.0
Netherlands;2017;Annual;- Biodiesel;New lorries (vehicle wt over 3500 kg);0.0
Netherlands;2014;Annual;- Biodiesel;New road tractors;0.0
Norway;1996;Annual;Total;New motor coaches, buses and trolley buses;3458.0
Norway;2004;Annual;Total;New motor coaches, buses and trolley buses;1099.0
Norway;2007;Annual;Total;New motor coaches, buses and trolley buses;1208.0
Norway;2009;Annual;Total;New motor coaches, buses and trolley buses;1192.0
Norway;2016;Annual;Total;New motor coaches, buses and trolley buses;1483.0
Moldova, Republic of;1996;Annual;- Electricity;New light goods vehicles;2.0
Moldova, Republic of;2007;Annual;- Electricity;New light goods vehicles;1.0
Moldova, Republic of;2012;Annual;- Electricity;New light goods vehicles;0.0
Moldova, Republic of;1998;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Moldova, Republic of;2006;Annual;- Compressed natural gas (CNG);New passenger cars;308.0
Moldova, Republic of;2010;Annual;- Compressed natural gas (CNG);New passenger cars;65.0
Norway;2005;Annual;Total;New light goods vehicles;43961.0
Norway;2009;Annual;Total;New light goods vehicles;26998.0
Norway;2004;Annual;Petrol;New passenger cars;99281.0
Norway;2012;Annual;Petrol;New passenger cars;53440.0
Norway;2014;Annual;Petrol;New passenger cars;62997.0
Norway;2017;Annual;Petrol;New passenger cars;95077.0
Norway;2018;Annual;Petrol;New passenger cars;80512.0
Norway;1999;Annual;Petrol;New motor coaches, buses and trolley buses;102.0
Norway;2005;Annual;Petrol;New motor coaches, buses and trolley buses;25.0
Norway;2012;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Norway;2014;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Norway;2015;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Norway;2005;Annual;Petrol;New light goods vehicles;3645.0
Moldova, Republic of;2000;Annual;- Compressed natural gas (CNG);New light goods vehicles;1.0
Moldova, Republic of;2004;Annual;- Compressed natural gas (CNG);New light goods vehicles;1.0
Moldova, Republic of;2011;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Moldova, Republic of;2012;Annual;- Compressed natural gas (CNG);New light goods vehicles;4.0
Norway;2011;Annual;Petrol;New road tractors;0.0
Norway;2008;Annual;Diesel;New passenger cars;100300.0
Norway;2009;Annual;Diesel;New passenger cars;93316.0
Norway;2015;Annual;Diesel;New passenger cars;89499.0
Norway;2005;Annual;Diesel;New motor coaches, buses and trolley buses;1245.0
Norway;2006;Annual;Diesel;New motor coaches, buses and trolley buses;925.0
Norway;2013;Annual;Diesel;New motor coaches, buses and trolley buses;1211.0
Norway;1995;Annual;Diesel;New light goods vehicles;24985.0
Norway;2010;Annual;Diesel;New light goods vehicles;31870.0
Norway;2018;Annual;Diesel;New light goods vehicles;32924.0
Romania;2003;Annual;Total;New road tractors;1001.0
Romania;2013;Annual;Petrol;New passenger cars;141921.0
Romania;2017;Annual;Petrol;New passenger cars;199463.0
Norway;2016;Annual;Diesel;New road tractors;1253.0
Norway;2015;Annual;Alternative (total);New passenger cars;22151.0
Norway;2018;Annual;Alternative (total);New passenger cars;58111.0
Norway;2005;Annual;Alternative (total);New road tractors;0.0
Norway;2008;Annual;Alternative (total);New road tractors;1.0
Norway;2010;Annual;Alternative (total);New road tractors;1.0
Norway;2013;Annual;Alternative (total);New road tractors;0.0
Norway;2007;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Norway;2010;Annual;- LPG;New passenger cars;3.0
Norway;2012;Annual;- LPG;New passenger cars;3.0
Norway;2013;Annual;- LPG;New motor coaches, buses and trolley buses;105.0
Norway;2009;Annual;- LPG;New light goods vehicles;52.0
Norway;2011;Annual;- LPG;New light goods vehicles;51.0
Norway;2018;Annual;- LPG;New light goods vehicles;0.0
Poland;1997;Annual;Total;New passenger cars;722245.0
Poland;2003;Annual;Total;New passenger cars;274392.0
Poland;2006;Annual;Total;New passenger cars;923783.0
Poland;2009;Annual;Total;New passenger cars;864295.0
Poland;2010;Annual;Total;New passenger cars;873098.0
Poland;2015;Annual;Total;New passenger cars;1145506.0
Poland;2017;Annual;Total;New passenger cars;1336787.0
Poland;2002;Annual;Total;New road tractors;9515.0
Poland;2015;Annual;Total;New road tractors;30943.0
Poland;1996;Annual;Petrol;New motor coaches, buses and trolley buses;242.0
Poland;1999;Annual;Petrol;New motor coaches, buses and trolley buses;186.0
Poland;2005;Annual;Petrol;New motor coaches, buses and trolley buses;37.0
Poland;2010;Annual;Petrol;New motor coaches, buses and trolley buses;9.0
Poland;2012;Annual;Petrol;New motor coaches, buses and trolley buses;5.0
Poland;2013;Annual;Petrol;New motor coaches, buses and trolley buses;9.0
Poland;2009;Annual;Petrol;New road tractors;10.0
Poland;2010;Annual;Petrol;New road tractors;9.0
Poland;2014;Annual;Petrol;New road tractors;12.0
Poland;2017;Annual;- Petrol (excluding hybrids);New light goods vehicles;4832.0
Romania;2010;Annual;Petrol;New light goods vehicles;1057.0
Romania;2011;Annual;Petrol;New light goods vehicles;1019.0
Romania;2011;Annual;Diesel;New passenger cars;68085.0
Romania;2013;Annual;Diesel;New passenger cars;136673.0
Poland;2000;Annual;Diesel;New motor coaches, buses and trolley buses;3083.0
Poland;2004;Annual;Diesel;New motor coaches, buses and trolley buses;2467.0
Poland;2008;Annual;Diesel;New motor coaches, buses and trolley buses;5193.0
Poland;2009;Annual;Diesel;New motor coaches, buses and trolley buses;3862.0
Poland;2016;Annual;Diesel;New motor coaches, buses and trolley buses;5485.0
Poland;2003;Annual;Diesel;New road tractors;12446.0
Poland;2007;Annual;Diesel;New road tractors;30079.0
Poland;2011;Annual;Diesel;New road tractors;24696.0
Poland;2017;Annual;Diesel;New road tractors;34516.0
Poland;2015;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;5684.0
Poland;2017;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;5267.0
Poland;2014;Annual;- Diesel (excluding hybrids);New light goods vehicles;110395.0
Poland;2015;Annual;- Diesel (excluding hybrids);New road tractors;30881.0
Poland;2015;Annual;- Hybrid electric-diesel;New motor coaches, buses and trolley buses;5684.0
Poland;2014;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);38.0
Poland;2015;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);55.0
Poland;2016;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);31.0
Poland;2011;Annual;Alternative (total);New passenger cars;47780.0
Poland;2014;Annual;Alternative (total);New passenger cars;74292.0
Poland;1998;Annual;Alternative (total);New motor coaches, buses and trolley buses;67.0
Poland;1999;Annual;Alternative (total);New motor coaches, buses and trolley buses;113.0
Poland;2000;Annual;Alternative (total);New motor coaches, buses and trolley buses;107.0
Poland;2008;Annual;Alternative (total);New motor coaches, buses and trolley buses;18.0
Poland;2009;Annual;Alternative (total);New motor coaches, buses and trolley buses;20.0
Poland;2011;Annual;Alternative (total);New motor coaches, buses and trolley buses;42.0
Poland;2015;Annual;Alternative (total);New motor coaches, buses and trolley buses;192.0
Poland;2000;Annual;Alternative (total);New light goods vehicles;2690.0
Poland;2014;Annual;Alternative (total);New light goods vehicles;3398.0
Poland;2017;Annual;Alternative (total);New light goods vehicles;3576.0
Poland;2003;Annual;Alternative (total);New road tractors;343.0
Poland;2008;Annual;Alternative (total);New road tractors;4.0
Poland;2009;Annual;Alternative (total);New road tractors;2.0
Poland;2012;Annual;Alternative (total);New road tractors;78.0
Poland;2016;Annual;Alternative (total);New road tractors;47.0
Romania;2008;Annual;Diesel;New motor coaches, buses and trolley buses;7260.0
Romania;2010;Annual;Diesel;New motor coaches, buses and trolley buses;1407.0
Romania;2013;Annual;Diesel;New motor coaches, buses and trolley buses;1805.0
Romania;2010;Annual;Alternative (total);New motor coaches, buses and trolley buses;14.0
Romania;2016;Annual;Alternative (total);New road tractors;1.0
Romania;2010;Annual;- Electricity;New light goods vehicles;2.0
Poland;1996;Annual;- Electricity;New passenger cars;2632.0
Poland;2016;Annual;- Electricity;New passenger cars;6847.0
Poland;2017;Annual;- Electricity;New passenger cars;12179.0
Poland;2006;Annual;- Electricity;New motor coaches, buses and trolley buses;10.0
Poland;2009;Annual;- Electricity;New motor coaches, buses and trolley buses;1.0
Poland;2014;Annual;- Electricity;New motor coaches, buses and trolley buses;32.0
Poland;2016;Annual;- Electricity;New road tractors;0.0
Poland;2014;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Poland;2017;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Russian Federation;1996;Annual;- Electricity;New motor coaches, buses and trolley buses;184.0
Poland;2016;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Poland;2003;Annual;- LPG;New passenger cars;4138.0
Poland;2011;Annual;- LPG;New passenger cars;47654.0
Poland;2016;Annual;- LPG;New passenger cars;104515.0
Poland;2014;Annual;- Bioethanol;New passenger cars;1.0
San Marino;2004;Annual;Total;New motor coaches, buses and trolley buses;1.0
San Marino;2004;Annual;Total;New light goods vehicles;204.0
Poland;2013;Annual;- Biodiesel;New road tractors;0.0
Poland;2015;Annual;- Biodiesel;New road tractors;0.0
Poland;2016;Annual;- Biodiesel;New road tractors;0.0
Poland;2017;Annual;- Biodiesel;New road tractors;0.0
San Marino;2004;Annual;Petrol;New passenger cars;602.0
Poland;2013;Annual;- Hydrogen and fuel cells;New passenger cars;8.0
Poland;2017;Annual;- Hydrogen and fuel cells;New passenger cars;36.0
Poland;2015;Annual;- Hydrogen and fuel cells;New motor coaches, buses and trolley buses;0.0
Portugal;1994;Annual;Total;New light goods vehicles;108496.0
Portugal;1995;Annual;Total;New light goods vehicles;59792.0
Portugal;2002;Annual;Total;New light goods vehicles;80860.0
Portugal;2008;Annual;Total;New light goods vehicles;3134.0
Portugal;2011;Annual;Total;New light goods vehicles;36986.0
Portugal;2012;Annual;Total;New light goods vehicles;16706.0
Portugal;2016;Annual;Total;New light goods vehicles;33765.0
Portugal;1995;Annual;Total;New road tractors;2049.0
Portugal;1997;Annual;Total;New road tractors;3677.0
Portugal;2012;Annual;Total;New road tractors;2320.0
Moldova, Republic of;2007;Annual;Total;New passenger cars;13716.0
Moldova, Republic of;2010;Annual;Total;New passenger cars;17492.0
Moldova, Republic of;2015;Annual;Total;New passenger cars;17031.0
Moldova, Republic of;2002;Annual;Total;New motor coaches, buses and trolley buses;745.0
Moldova, Republic of;2003;Annual;Total;New motor coaches, buses and trolley buses;1057.0
Moldova, Republic of;2007;Annual;Total;New motor coaches, buses and trolley buses;410.0
Moldova, Republic of;2006;Annual;Petrol;New passenger cars;9588.0
Moldova, Republic of;2007;Annual;Petrol;New light goods vehicles;230.0
Moldova, Republic of;2011;Annual;Petrol;New light goods vehicles;244.0
Moldova, Republic of;2005;Annual;Diesel;New passenger cars;1004.0
Moldova, Republic of;2007;Annual;Diesel;New passenger cars;3425.0
Moldova, Republic of;2011;Annual;Diesel;New passenger cars;10999.0
Moldova, Republic of;2014;Annual;Diesel;New passenger cars;12611.0
Moldova, Republic of;2017;Annual;Diesel;New passenger cars;24132.0
